id      effectiveTime   active  moduleId        definitionStatusId
40511003	20020131	1	900000000000207008	900000000000074008
40511003	20080731	1	900000000000207008	900000000000073002
48469005	20020131	1	900000000000207008	900000000000074008
48469005	20180731	1	900000000000207008	900000000000073002
110893002	20020131	1	900000000000207008	900000000000074008
110893002	20080731	1	900000000000207008	900000000000073002
110894008	20020131	1	900000000000207008	900000000000074008
110894008	20080731	1	900000000000207008	900000000000073002
110896005	20020131	1	900000000000207008	900000000000074008
110896005	20080731	1	900000000000207008	900000000000073002
110897001	20020131	1	900000000000207008	900000000000074008
110897001	20080731	1	900000000000207008	900000000000073002
110898006	20020131	1	900000000000207008	900000000000074008
110898006	20080731	1	900000000000207008	900000000000073002
110899003	20020131	1	900000000000207008	900000000000074008
110899003	20080731	1	900000000000207008	900000000000073002
110900008	20020131	1	900000000000207008	900000000000074008
110900008	20080731	1	900000000000207008	900000000000073002
110901007	20020131	1	900000000000207008	900000000000074008
110901007	20080731	1	900000000000207008	900000000000073002
110902000	20020131	1	900000000000207008	900000000000074008
110902000	20080731	1	900000000000207008	900000000000073002
110903005	20020131	1	900000000000207008	900000000000074008
110903005	20080731	1	900000000000207008	900000000000073002
110904004	20020131	1	900000000000207008	900000000000074008
110904004	20040731	1	900000000000207008	900000000000073002
110905003	20020131	1	900000000000207008	900000000000074008
110905003	20080731	1	900000000000207008	900000000000073002
110906002	20020131	1	900000000000207008	900000000000074008
110906002	20080731	1	900000000000207008	900000000000073002
110907006	20020131	1	900000000000207008	900000000000074008
110907006	20080731	1	900000000000207008	900000000000073002
110908001	20020131	1	900000000000207008	900000000000074008
110908001	20080731	1	900000000000207008	900000000000073002
110909009	20020131	1	900000000000207008	900000000000074008
110909009	20080731	1	900000000000207008	900000000000073002
110910004	20020131	1	900000000000207008	900000000000074008
110910004	20080731	1	900000000000207008	900000000000073002
110912007	20020131	1	900000000000207008	900000000000074008
110912007	20080731	1	900000000000207008	900000000000073002
110913002	20020131	1	900000000000207008	900000000000074008
110913002	20080731	1	900000000000207008	900000000000073002
110914008	20020131	1	900000000000207008	900000000000074008
110914008	20080731	1	900000000000207008	900000000000073002
110915009	20020131	1	900000000000207008	900000000000074008
110915009	20080731	1	900000000000207008	900000000000073002
110916005	20020131	1	900000000000207008	900000000000074008
110916005	20080731	1	900000000000207008	900000000000073002
110917001	20020131	1	900000000000207008	900000000000074008
110917001	20080731	1	900000000000207008	900000000000073002
110918006	20020131	1	900000000000207008	900000000000074008
110918006	20080731	1	900000000000207008	900000000000073002
110919003	20020131	1	900000000000207008	900000000000074008
110919003	20080731	1	900000000000207008	900000000000073002
110920009	20020131	1	900000000000207008	900000000000074008
110920009	20090131	1	900000000000207008	900000000000073002
110921008	20020131	1	900000000000207008	900000000000074008
110921008	20080731	1	900000000000207008	900000000000073002
110922001	20020131	1	900000000000207008	900000000000074008
110922001	20080731	1	900000000000207008	900000000000073002
110923006	20020131	1	900000000000207008	900000000000074008
110923006	20080731	1	900000000000207008	900000000000073002
110924000	20020131	1	900000000000207008	900000000000074008
110924000	20080731	1	900000000000207008	900000000000073002
110925004	20020131	1	900000000000207008	900000000000074008
110925004	20080731	1	900000000000207008	900000000000073002
110926003	20020131	1	900000000000207008	900000000000074008
110926003	20080731	1	900000000000207008	900000000000073002
110927007	20020131	1	900000000000207008	900000000000074008
110927007	20080731	1	900000000000207008	900000000000073002
110928002	20020131	1	900000000000207008	900000000000074008
110928002	20080731	1	900000000000207008	900000000000073002
110929005	20020131	1	900000000000207008	900000000000074008
110929005	20080731	1	900000000000207008	900000000000073002
110930000	20020131	1	900000000000207008	900000000000074008
110930000	20080731	1	900000000000207008	900000000000073002
110931001	20020131	1	900000000000207008	900000000000074008
110931001	20080731	1	900000000000207008	900000000000073002
110932008	20020131	1	900000000000207008	900000000000074008
110932008	20080731	1	900000000000207008	900000000000073002
110933003	20020131	1	900000000000207008	900000000000074008
110933003	20080731	1	900000000000207008	900000000000073002
110934009	20020131	1	900000000000207008	900000000000074008
110934009	20080731	1	900000000000207008	900000000000073002
110935005	20020131	1	900000000000207008	900000000000074008
110935005	20080731	1	900000000000207008	900000000000073002
110936006	20020131	1	900000000000207008	900000000000074008
110936006	20080731	1	900000000000207008	900000000000073002
110937002	20020131	1	900000000000207008	900000000000074008
110937002	20080731	1	900000000000207008	900000000000073002
110938007	20020131	1	900000000000207008	900000000000074008
110938007	20080731	1	900000000000207008	900000000000073002
110939004	20020131	1	900000000000207008	900000000000074008
110939004	20080731	1	900000000000207008	900000000000073002
110940002	20020131	1	900000000000207008	900000000000074008
110940002	20080731	1	900000000000207008	900000000000073002
110941003	20020131	1	900000000000207008	900000000000074008
110941003	20080731	1	900000000000207008	900000000000073002
110942005	20020131	1	900000000000207008	900000000000074008
110942005	20080731	1	900000000000207008	900000000000073002
110943000	20020131	1	900000000000207008	900000000000074008
110943000	20080731	1	900000000000207008	900000000000073002
110944006	20020131	1	900000000000207008	900000000000074008
110944006	20080731	1	900000000000207008	900000000000073002
110945007	20020131	1	900000000000207008	900000000000074008
110945007	20080731	1	900000000000207008	900000000000073002
110946008	20020131	1	900000000000207008	900000000000074008
110946008	20080731	1	900000000000207008	900000000000073002
110947004	20020131	1	900000000000207008	900000000000074008
110947004	20080731	1	900000000000207008	900000000000073002
110948009	20020131	1	900000000000207008	900000000000074008
110948009	20080731	1	900000000000207008	900000000000073002
110949001	20020131	1	900000000000207008	900000000000074008
110949001	20080731	1	900000000000207008	900000000000073002
110950001	20020131	1	900000000000207008	900000000000074008
110950001	20080731	1	900000000000207008	900000000000073002
110951002	20020131	1	900000000000207008	900000000000074008
110951002	20080731	1	900000000000207008	900000000000073002
110952009	20020131	1	900000000000207008	900000000000074008
110952009	20110731	1	900000000000207008	900000000000073002
110953004	20020131	1	900000000000207008	900000000000074008
110954005	20020131	1	900000000000207008	900000000000074008
110954005	20080731	1	900000000000207008	900000000000073002
110955006	20020131	1	900000000000207008	900000000000074008
110955006	20080731	1	900000000000207008	900000000000073002
110956007	20020131	1	900000000000207008	900000000000074008
110956007	20080731	1	900000000000207008	900000000000073002
110957003	20020131	1	900000000000207008	900000000000074008
