"urn:oid:2.16.840.1.113883.3.1937.777.24.5.2","2.16.840.1.113883.3.1937.777.24.5.2.1","gültig"
"urn:oid:2.16.840.1.113883.3.1937.777.24.5.2","2.16.840.1.113883.3.1937.777.24.5.2.2","nicht gültig"
"urn:oid:2.16.840.1.113883.3.1937.777.24.5.2","2.16.840.1.113883.3.1937.777.24.5.2.3","unbekannt"
