"http://fhir.de/CodeSystem/dkgev/Abrechnungsart","PSY","Psychiatrie und Psychosomatik leistungsorientierte, pauschalierte Entgelte"
"http://fhir.de/CodeSystem/dkgev/Abrechnungsart","SL","sonstige Leistungserbringer"
