5,9701.283333333333,0.442,0.567,0.685
10,17276.466666666667,0.519,0.658,0.81
20,30507.25,0.591,0.76,1.111
30,42057.183333333334,0.634,0.837,1.316
40,51582.3,0.682,0.931,1.527
50,57344.166666666664,0.759,1.11,1.739
60,61217.433333333334,0.844,1.316,1.951
70,68189.46666666666,0.888,1.372,1.968
80,72430.38333333333,0.963,1.5,2.035
