5,9569.8,0.446,0.573,0.666
10,17282.55,0.53,0.657,0.7574799999999908
20,30337.933333333334,0.582,0.765,0.962
30,41119.1,0.643,0.873,1.202
40,47867.566666666666,0.712,1.081,1.652
50,53032.51666666667,0.792,1.289,2.004
60,56867.316666666666,0.887,1.494,2.324
70,59245.666666666664,0.982,1.758,2.745
80,61453.3,1.067,2.01,3.085
