5,8191.583333333333,0.579,0.699,0.847
10,15192.316666666668,0.597,0.746,0.9266199999999919
20,27123.933333333334,0.674,0.862,1.249
30,37091.35,0.73,0.96,1.499
40,45081.4,0.789,1.121,1.688
50,49582.166666666664,0.878,1.402,1.925
60,51912.28333333333,0.99,1.726,2.294
70,53455.76666666667,1.117,2.064,2.779
80,55443.416666666664,1.218,2.377,3.302
