id	effectiveTime	active	moduleId	refsetId	referencedComponentId	sourceEffectiveTime	targetEffectiveTime
686fe392-d2f7-586d-98aa-078aba426832	20231101	1	449080006	900000000000534007	900000000000207008	20231101	20231101
686fe392-d2f7-586d-98aa-078aba426832	20231201	1	449080006	900000000000534007	900000000000207008	20231201	20231201
686fe392-d2f7-586d-98aa-078aba426832	20240101	1	449080006	900000000000534007	900000000000207008	20240101	20240101
686fe392-d2f7-586d-98aa-078aba426832	20240201	1	449080006	900000000000534007	900000000000207008	20240201	20240201
686fe392-d2f7-586d-98aa-078aba426832	20240301	1	449080006	900000000000534007	900000000000207008	20240301	20240301
686fe392-d2f7-586d-98aa-078aba426832	20240401	1	449080006	900000000000534007	900000000000207008	20240401	20240401
686fe392-d2f7-586d-98aa-078aba426832	20240501	1	449080006	900000000000534007	900000000000207008	20240501	20240501
686fe392-d2f7-586d-98aa-078aba426832	20240601	1	449080006	900000000000534007	900000000000207008	20240601	20240601
686fe392-d2f7-586d-98aa-078aba426832	20240701	1	449080006	900000000000534007	900000000000207008	20240701	20240701
686fe392-d2f7-586d-98aa-078aba426832	20240801	1	449080006	900000000000534007	900000000000207008	20240801	20240801
686fe392-d2f7-586d-98aa-078aba426832	20240901	1	449080006	900000000000534007	900000000000207008	20240901	20240901
686fe392-d2f7-586d-98aa-078aba426832	20241001	1	449080006	900000000000534007	900000000000207008	20241001	20241001
b3f5eb17-831f-11ee-bd1c-38f3ab70978c	20241115	1	11000274103	900000000000534007	900000000000012004	20241115	20241001
6d6d2700-658a-b414-33b5-2c1d24f3cf8a	20241115	1	11000274103	900000000000534007	900000000000207008	20241115	20241001
